@relation 'train_set-weka.filters.unsupervised.attribute.Remove-R1-2,6,8-9-weka.filters.unsupervised.attribute.Remove-R1'

@attribute home_score numeric
@attribute away_score numeric
@attribute strength_code {PP,EV,SH}
@attribute shot_distance numeric
@attribute shot_angle numeric
@attribute shot_outcome {SHOT,MISSED_SHOT,GOAL}

@data
1,1,EV,-0.244971,35.3,SHOT
1,1,EV,0.305706,20.6,SHOT
0,0,EV,-0.373324,8.7,SHOT
0,1,EV,0.115246,76.3,SHOT
4,1,EV,-0.576205,79.2,SHOT
2,6,EV,-0.497536,46.7,MISSED_SHOT
1,1,EV,-0.244971,54.7,SHOT
5,1,EV,0.761152,26.6,SHOT
2,1,EV,0.83982,30.3,SHOT
0,0,PP,-0.957123,9.5,MISSED_SHOT
0,0,EV,0.293284,55.6,SHOT
0,0,EV,-0.377464,40.4,SHOT
1,1,EV,-0.870175,12.1,SHOT
1,3,EV,-0.249111,7.9,SHOT
2,3,EV,-0.348481,21.8,MISSED_SHOT
1,3,EV,-0.091775,84.8,SHOT
2,1,EV,-0.886736,30.3,MISSED_SHOT
3,0,EV,0.777714,4.2,MISSED_SHOT
1,0,EV,0.872944,25.2,MISSED_SHOT
2,0,PP,0.090404,41.8,SHOT
1,2,EV,0.036578,50.6,SHOT
1,0,EV,-1.093757,26.6,SHOT
2,0,PP,-0.576205,37.4,SHOT
3,0,EV,-1.139302,39.8,SHOT
0,0,EV,-0.870175,12.1,SHOT
1,1,PP,-1.089617,0,SHOT
1,1,EV,-0.480975,27.6,SHOT
0,1,EV,1.005437,22.7,SHOT
2,5,PP,-1.168285,8.1,GOAL
3,1,EV,0.003455,16.4,MISSED_SHOT
1,3,EV,0.318127,17.6,SHOT
1,1,SH,3.924435,2.6,SHOT
5,1,SH,3.878891,7.1,GOAL
1,4,EV,-0.021388,39.2,SHOT
2,1,EV,0.185633,38.9,SHOT
4,4,EV,-0.882596,4.1,MISSED_SHOT
0,1,EV,1.067543,31.6,SHOT
3,1,EV,0.529288,12,SHOT
0,2,EV,0.64108,32.1,SHOT
0,1,EV,0.371952,6.5,SHOT
1,5,PP,0.032438,14.4,MISSED_SHOT
0,1,EV,0.111106,26.6,SHOT
2,2,EV,-0.493396,70,SHOT
0,1,EV,0.185633,11.6,MISSED_SHOT
1,1,EV,0.806697,14.8,MISSED_SHOT
2,4,EV,-0.812209,26.6,MISSED_SHOT
1,0,EV,-0.000686,25.1,SHOT
3,3,EV,1.042701,34.2,SHOT
0,2,EV,-0.162162,30.7,SHOT
1,0,EV,-0.712838,83.7,SHOT
1,4,EV,0.653501,23.1,SHOT
1,1,EV,-0.758383,28.1,MISSED_SHOT
1,0,EV,-0.215988,21.4,SHOT
1,1,EV,-0.145601,61.8,SHOT
6,1,EV,0.64522,19.5,SHOT
1,4,EV,0.334689,26,SHOT
2,2,EV,-1.160004,15.9,SHOT
4,2,EV,-0.998528,10.3,SHOT
0,2,EV,-1.197268,38.7,SHOT
1,1,EV,-0.754243,6.7,SHOT
0,1,EV,0.607956,1.1,SHOT
1,1,EV,0.111106,35.4,MISSED_SHOT
1,0,PP,-1.110319,20.6,GOAL
0,1,EV,0.371952,6.5,MISSED_SHOT
3,1,EV,0.649361,15.9,SHOT
2,2,PP,-1.22211,31,SHOT
0,2,PP,0.111106,35.4,SHOT
0,0,SH,-0.427149,53.1,MISSED_SHOT
0,3,EV,0.483744,38.1,GOAL
1,1,EV,-0.857753,74.1,MISSED_SHOT
2,0,PP,-0.878455,8.1,MISSED_SHOT
0,0,PP,-1.085477,6.3,SHOT
2,1,PP,-0.820489,14.9,SHOT
1,1,EV,-1.073055,32,MISSED_SHOT
1,1,EV,2.388338,1.2,SHOT
0,0,EV,-1.226251,45,SHOT
3,0,EV,0.964033,27.4,SHOT
2,2,EV,0.384374,9,SHOT
0,0,PP,-1.068915,18.4,SHOT
2,2,EV,-0.174583,84.5,SHOT
1,3,EV,0.293284,34.4,SHOT
2,1,EV,-0.381605,4.4,SHOT
1,4,PP,0.537569,40,SHOT
0,0,EV,-0.737681,59,SHOT
0,1,EV,0.83568,28,SHOT
0,1,EV,-0.799787,3.6,GOAL
1,2,EV,0.715607,21.2,MISSED_SHOT
0,0,EV,-0.497536,43.3,SHOT
0,0,PP,0.682484,10,SHOT
0,0,EV,0.525148,0,SHOT
2,2,SH,-0.576205,10.8,MISSED_SHOT
1,2,EV,0.926769,25.7,SHOT
1,3,EV,0.371952,25.4,SHOT
0,0,EV,-0.957123,80.5,SHOT
2,2,EV,0.396795,32.3,SHOT
0,1,PP,0.34711,20.1,SHOT
0,0,EV,0.077982,6.2,SHOT
0,0,PP,0.44648,29.9,SHOT
1,0,PP,0.500305,18.4,SHOT
0,0,EV,0.35125,34.8,SHOT
1,0,PP,-0.348481,58.7,SHOT
0,2,EV,0.988875,30.5,SHOT
2,1,EV,0.227038,59,MISSED_SHOT
0,0,EV,-1.006808,90,MISSED_SHOT
2,1,PP,-1.126881,29.7,MISSED_SHOT
2,1,EV,0.330548,71.1,SHOT
1,1,EV,-0.924,0,MISSED_SHOT
3,2,EV,0.616237,23.5,SHOT
2,3,EV,-0.940562,71.6,SHOT
0,0,EV,-0.53066,32.3,SHOT
0,1,EV,0.649361,2.2,SHOT
0,0,EV,-0.936421,135,SHOT
3,0,EV,1.237301,32.5,MISSED_SHOT
3,0,EV,-0.5348,26.6,MISSED_SHOT
2,2,EV,0.111106,54.6,MISSED_SHOT
3,0,EV,0.417497,14,SHOT
2,4,EV,0.723888,37.3,SHOT
2,4,EV,-0.112477,27.3,MISSED_SHOT
0,0,EV,-0.427149,36.9,SHOT
0,0,EV,-0.439571,58.2,SHOT
2,2,EV,-0.505817,95,MISSED_SHOT
1,1,SH,5.303196,11.7,SHOT
2,0,EV,-0.841192,36.9,SHOT
1,1,EV,0.318127,30.7,SHOT
1,0,PP,-0.998528,26.6,SHOT
0,0,EV,0.123527,70.1,MISSED_SHOT
2,2,SH,5.775204,5.6,SHOT
0,0,EV,0.467182,22.7,SHOT
1,2,PP,-1.081336,49.4,SHOT
3,1,EV,0.227038,31,SHOT
0,0,EV,-1.139302,50.2,SHOT
1,4,EV,-1.126881,60.3,MISSED_SHOT
0,1,EV,1.075824,24.1,SHOT
0,0,EV,1.837662,17.5,SHOT
4,4,EV,-0.178724,0,SHOT
4,0,EV,-0.451992,35,MISSED_SHOT
0,1,EV,0.040719,7.9,SHOT
2,2,EV,0.011736,38.2,SHOT
2,2,EV,-0.472694,33,MISSED_SHOT
1,1,EV,-0.472694,57,SHOT
0,0,EV,0.239459,71.6,SHOT
1,4,EV,-1.081336,12.5,SHOT
0,1,EV,-0.166303,26.6,SHOT
5,1,EV,-0.257392,3.9,SHOT
5,1,EV,-0.406447,48.2,SHOT
0,0,EV,0.843961,21,SHOT
1,1,EV,-0.816349,45,SHOT
9,2,EV,0.500305,27.6,SHOT
0,5,EV,-0.692136,53.7,SHOT
2,1,EV,-0.745962,10,MISSED_SHOT
0,2,EV,-0.03795,81.6,MISSED_SHOT
6,3,EV,-1.106179,54.5,SHOT
2,4,EV,-0.290515,8.1,SHOT
0,0,EV,-0.509958,90,SHOT
1,2,EV,-0.791507,21.8,SHOT
2,3,EV,-0.584485,8.1,SHOT
3,1,EV,-1.139302,50.2,SHOT
3,1,SH,0.169072,54.3,SHOT
1,1,EV,1.021999,36.9,SHOT
0,0,EV,-0.406447,11.3,SHOT
2,1,PP,-0.232549,45,SHOT
1,0,PP,0.458901,37.1,MISSED_SHOT
1,0,EV,-0.845332,19.7,SHOT
1,0,EV,0.781854,29.9,SHOT
1,3,EV,4.102473,8.1,SHOT
0,2,EV,0.413357,6.3,SHOT
1,3,EV,0.852241,26.6,SHOT
1,0,EV,0.649361,25.6,MISSED_SHOT
0,1,EV,0.135948,36.6,SHOT
1,0,EV,-0.203566,9.5,MISSED_SHOT
2,2,EV,-0.737681,13.2,SHOT
0,2,EV,-0.369183,65.4,SHOT
4,1,PP,-0.774945,57.3,SHOT
4,2,EV,-1.035791,60.9,MISSED_SHOT
4,4,EV,-0.443711,26.6,MISSED_SHOT
1,3,EV,-1.02337,48.8,SHOT
0,1,EV,0.363671,33,MISSED_SHOT
3,1,EV,-1.048213,95.7,MISSED_SHOT
0,0,PP,0.111106,0,SHOT
0,2,PP,0.388514,34,SHOT
1,1,PP,-0.129039,36.2,SHOT
2,0,EV,-1.164145,33.7,MISSED_SHOT
2,0,EV,0.93919,0,MISSED_SHOT
2,2,PP,-0.025528,41.5,SHOT
0,1,PP,-0.646592,66,SHOT
0,0,PP,0.773573,2.1,MISSED_SHOT
0,0,EV,-0.505817,107.7,SHOT
1,1,EV,0.160791,5.9,MISSED_SHOT
1,2,EV,-0.957123,55,SHOT
6,0,EV,0.827399,6.2,GOAL
2,2,SH,-0.712838,6.3,SHOT
2,0,EV,-0.166303,7.4,MISSED_SHOT
0,1,PP,-0.311217,37.7,SHOT
1,1,EV,-1.081336,49.4,SHOT
0,5,EV,-0.911579,13,SHOT
1,0,EV,-0.977826,20,SHOT
1,3,PP,-0.294656,22.9,SHOT
2,3,EV,0.910207,24.8,SHOT
2,1,EV,-1.106179,54.5,SHOT
0,1,EV,0.819118,4.2,MISSED_SHOT
0,0,PP,-0.837051,7.6,MISSED_SHOT
4,5,EV,0.342969,58.1,MISSED_SHOT
2,3,EV,-1.02337,41.2,SHOT
2,0,EV,-0.994387,45,MISSED_SHOT
0,1,EV,-0.025528,11.6,SHOT
1,0,EV,-0.932281,38.7,MISSED_SHOT
1,2,EV,-0.257392,15.9,SHOT
0,0,PP,-1.006808,0,MISSED_SHOT
3,4,EV,-1.089617,0,SHOT
0,0,EV,-0.083494,57.3,SHOT
1,2,PP,-0.145601,43.7,SHOT
3,1,PP,0.235318,47,SHOT
0,2,EV,0.814978,27,SHOT
1,2,PP,0.574833,12.9,MISSED_SHOT
1,5,EV,-0.671434,47.1,SHOT
1,0,EV,-0.286375,10.1,MISSED_SHOT
1,0,EV,0.802556,30.8,MISSED_SHOT
2,0,EV,-0.174583,42.4,GOAL
5,1,EV,0.322267,21.8,SHOT
2,0,EV,-0.584485,45,SHOT
2,0,PP,-0.269813,56.3,GOAL
4,0,EV,-1.255234,36.9,SHOT
2,3,EV,-0.63417,36.9,SHOT
1,0,PP,-1.015089,33.7,SHOT
2,2,EV,1.307688,31.6,SHOT
0,0,EV,-0.5348,10.3,MISSED_SHOT
4,5,PP,-0.700417,12.5,SHOT
1,0,EV,-0.642451,49.1,SHOT
1,0,EV,-0.994387,45,MISSED_SHOT
4,1,EV,0.231178,68.5,SHOT
0,0,EV,0.272582,33.3,SHOT
1,3,PP,-0.82877,11.3,SHOT
0,0,EV,-0.377464,6.6,MISSED_SHOT
0,2,EV,0.429918,28.8,SHOT
2,0,EV,0.214616,40,MISSED_SHOT
3,2,EV,0.135948,36.6,MISSED_SHOT
0,2,EV,1.100667,31.1,SHOT
2,0,PP,-0.493396,70,SHOT
4,1,EV,0.094544,28.6,SHOT
2,1,SH,-0.692136,53.7,SHOT
4,3,PP,-0.522379,41.4,MISSED_SHOT
2,5,PP,2.181317,1.3,SHOT
0,1,PP,-0.162162,59.3,SHOT
0,0,EV,0.628659,33.7,SHOT
1,1,EV,-0.509958,2.5,SHOT
2,0,EV,-0.63417,2.9,SHOT
3,2,EV,-0.311217,37.7,SHOT
3,3,EV,0.566552,2.3,GOAL
1,0,EV,0.094544,73,SHOT
0,1,EV,-0.899157,36,MISSED_SHOT
1,0,EV,0.93919,15,MISSED_SHOT
4,4,EV,-0.998528,10.3,SHOT
1,0,EV,0.160791,37.7,SHOT
2,0,PP,-0.195286,11.3,SHOT
1,1,PP,0.496165,6.1,MISSED_SHOT
0,0,EV,-1.039932,11.3,SHOT
4,1,EV,1.146211,36,SHOT
3,0,EV,0.814978,27,SHOT
3,2,EV,-1.073055,32,SHOT
4,1,EV,0.723888,29.5,MISSED_SHOT
0,0,EV,-0.977826,20,SHOT
1,1,EV,-0.145601,28.2,SHOT
0,0,EV,0.276723,0,SHOT
0,0,EV,-0.659013,34.5,MISSED_SHOT
1,0,EV,-0.476834,75.4,MISSED_SHOT
2,2,EV,0.910207,24.8,SHOT
1,1,EV,-0.323639,56.9,SHOT
1,4,EV,0.728029,22.2,SHOT
1,3,EV,0.318127,30.7,SHOT
1,3,EV,-0.783226,37.6,MISSED_SHOT
0,0,EV,-0.924,67.4,SHOT
1,1,PP,-0.14146,41.2,SHOT
0,1,EV,0.93505,21.3,SHOT
4,3,PP,0.74045,28,GOAL
0,1,EV,-0.555502,43.2,MISSED_SHOT
2,2,EV,-0.228409,13.6,SHOT
1,4,EV,-0.323639,79.5,SHOT
4,4,EV,-0.311217,52.3,SHOT
0,0,PP,-0.940562,18.4,MISSED_SHOT
2,2,EV,-0.124898,68.2,MISSED_SHOT
4,7,EV,-0.642451,49.1,SHOT
1,0,EV,0.036578,39.4,MISSED_SHOT
1,0,EV,-0.402307,38.7,SHOT
1,2,EV,-1.081336,49.4,SHOT
0,1,PP,-1.131021,0,SHOT
0,0,EV,0.293284,45,MISSED_SHOT
2,1,PP,-1.081336,12.5,GOAL
6,4,PP,0.35125,34.8,MISSED_SHOT
5,2,EV,1.100667,31.1,SHOT
0,0,EV,-0.182864,65.1,SHOT
0,0,EV,-0.977826,70,SHOT
0,0,EV,3.696712,17.3,SHOT
6,2,EV,0.612097,26.1,SHOT
0,0,EV,1.258003,33.2,SHOT
0,2,EV,-0.050371,3.4,MISSED_SHOT
1,0,EV,-0.013107,1.6,SHOT
3,0,EV,0.471322,43.3,SHOT
3,0,EV,-0.774945,65,SHOT
3,1,EV,-1.164145,56.3,SHOT
2,2,PP,-1.006808,0,SHOT
0,3,EV,-1.035791,60.9,GOAL
0,1,EV,1.899768,22.5,SHOT
3,1,EV,-0.63417,36.9,SHOT
2,3,EV,1.23316,2.6,MISSED_SHOT
1,0,PP,0.686624,19.1,SHOT
1,4,PP,-0.253252,31,GOAL
1,0,EV,-0.787366,47.5,SHOT
4,2,EV,0.276723,12.4,SHOT
3,0,PP,0.417497,14,SHOT
1,1,EV,1.763134,29.2,SHOT
1,2,EV,0.044859,31.5,MISSED_SHOT
0,0,EV,1.084105,22,MISSED_SHOT
0,1,PP,-0.601047,35.2,SHOT
2,1,EV,0.765293,18.4,SHOT
1,2,EV,0.54585,21.8,MISSED_SHOT
3,3,EV,0.694905,3.3,SHOT
1,2,EV,-1.015089,56.3,SHOT
3,0,EV,-0.464413,4.8,GOAL
1,2,EV,-1.201408,18.4,MISSED_SHOT
2,0,EV,0.823258,22.4,MISSED_SHOT
0,2,EV,-0.712838,6.3,SHOT
0,0,EV,0.065561,40.6,MISSED_SHOT
4,0,EV,0.690765,2.2,MISSED_SHOT
0,1,EV,-1.22211,31,MISSED_SHOT
0,2,EV,-0.750102,54.5,MISSED_SHOT
1,0,EV,5.274213,13.9,SHOT
1,0,EV,-1.164145,56.3,SHOT
1,4,EV,-0.472694,57,MISSED_SHOT
6,2,EV,0.790135,20.4,MISSED_SHOT
0,2,EV,-1.081336,12.5,SHOT
2,2,EV,-0.774945,57.3,MISSED_SHOT
1,2,EV,0.918488,40.1,MISSED_SHOT
1,1,EV,-0.766664,17.4,SHOT
2,1,EV,-0.278094,77.9,SHOT
0,0,EV,1.551973,20.9,SHOT
1,1,EV,-0.53066,57.7,SHOT
0,0,EV,-0.671434,42.9,MISSED_SHOT
1,0,EV,0.74045,5.4,SHOT
1,2,EV,0.525148,31.4,SHOT
0,0,EV,-0.480975,27.6,SHOT
5,1,EV,-0.174583,56.8,SHOT
1,2,EV,-0.72526,38.2,MISSED_SHOT
2,4,EV,-0.261532,43.6,SHOT
0,0,EV,0.906067,36.5,MISSED_SHOT
2,4,PP,-0.112477,47.5,SHOT
3,3,PP,0.521008,10.8,SHOT
4,1,EV,0.35125,27.1,SHOT
0,0,EV,1.150352,29.4,MISSED_SHOT
0,0,PP,-0.609328,29.1,MISSED_SHOT
3,3,EV,-1.197268,38.7,SHOT
4,0,EV,-0.878455,45,MISSED_SHOT
1,2,EV,-0.203566,17.2,MISSED_SHOT
2,1,PP,-0.924,57.5,SHOT
0,1,PP,-0.613468,43,SHOT
1,4,PP,0.260161,27.2,SHOT
3,2,EV,-0.025528,43.8,MISSED_SHOT
2,2,EV,-0.745962,80,MISSED_SHOT
0,0,EV,-0.066932,12,SHOT
2,3,EV,0.54171,38.3,SHOT
1,1,EV,0.674203,35.5,SHOT
5,1,EV,0.612097,3.4,MISSED_SHOT
2,2,EV,0.260161,35.2,SHOT
0,1,EV,1.295267,32.7,SHOT
0,3,SH,-0.269813,33.7,SHOT
4,4,EV,-1.275936,26.6,GOAL
2,2,EV,0.492025,21.1,MISSED_SHOT
5,3,SH,4.305354,7.8,GOAL
0,1,SH,-0.294656,6.1,MISSED_SHOT
0,1,PP,-0.456132,9.5,MISSED_SHOT
0,1,EV,-0.166303,26.6,SHOT
0,0,PP,0.64522,45,SHOT
1,2,PP,0.086263,34.1,GOAL
0,1,EV,0.305706,20.6,SHOT
0,0,EV,-1.093757,26.6,SHOT
1,1,EV,-0.170443,39.8,MISSED_SHOT
3,3,EV,0.83982,37.7,SHOT
0,1,EV,0.500305,42.4,MISSED_SHOT
0,3,EV,-0.464413,4.8,SHOT
3,2,PP,0.264301,46,SHOT
0,2,PP,0.798416,13.8,SHOT
0,0,EV,-0.062792,19,SHOT
0,1,EV,-0.195286,51.6,SHOT
0,1,SH,-0.965404,0,SHOT
1,4,EV,-1.085477,6.3,SHOT
2,2,EV,-0.195286,38.4,MISSED_SHOT
1,0,EV,-1.089617,0,SHOT
2,1,EV,0.690765,22.6,SHOT
0,2,EV,-0.129039,25.8,MISSED_SHOT
2,1,EV,-0.348481,15.1,MISSED_SHOT
3,2,EV,0.363671,3.9,SHOT
1,0,EV,-0.551362,39.5,MISSED_SHOT
0,2,EV,-0.572064,21.8,SHOT
2,1,EV,0.44648,60.1,SHOT
1,1,EV,-1.126881,119.7,SHOT
1,2,EV,0.322267,44.1,SHOT
2,2,EV,-0.700417,45,MISSED_SHOT
0,1,EV,0.359531,1.3,MISSED_SHOT
1,5,SH,1.510569,12.9,SHOT
2,2,EV,-0.774945,25,SHOT
6,4,PP,2.094368,14.8,SHOT
1,2,EV,-0.754243,6.7,GOAL
1,2,PP,-0.290515,8.1,SHOT
1,3,EV,-0.977826,59,MISSED_SHOT
2,2,EV,0.570693,56.6,MISSED_SHOT
4,3,PP,-0.418868,33.7,MISSED_SHOT
0,0,EV,-0.220128,53.1,SHOT
1,2,EV,-0.468554,45,MISSED_SHOT
1,1,EV,0.790135,17.1,MISSED_SHOT
1,1,EV,-0.129039,36.2,SHOT
1,0,EV,0.670063,24.1,SHOT
0,0,EV,1.241441,5.3,SHOT
0,1,EV,-1.110319,20.6,SHOT
0,6,EV,-0.948843,14,MISSED_SHOT
3,2,EV,0.980595,1,MISSED_SHOT
0,1,EV,0.910207,6,SHOT
0,2,EV,0.500305,7.3,MISSED_SHOT
1,0,PP,0.185633,61.5,MISSED_SHOT
1,0,PP,0.44234,34.4,SHOT
3,3,EV,-0.290515,42.1,SHOT
2,1,EV,-0.650732,14.7,SHOT
1,0,EV,-0.290515,8.1,SHOT
1,2,SH,4.644869,14.1,SHOT
0,0,EV,-1.085477,6.3,SHOT
1,0,EV,-1.184847,26.6,SHOT
5,2,EV,0.566552,2.3,SHOT
4,0,PP,-0.253252,5.9,GOAL
1,3,PP,0.777714,11.7,SHOT
1,1,EV,-0.518239,37.9,MISSED_SHOT
2,1,PP,0.525148,0,SHOT
3,2,EV,-0.7294,42.7,MISSED_SHOT
5,4,PP,0.732169,35.8,MISSED_SHOT
1,0,EV,0.359531,50.5,SHOT
0,1,PP,-0.957123,35,SHOT
0,0,EV,0.111106,1.5,SHOT
0,1,EV,-0.592766,0,SHOT
2,6,EV,0.285003,53.7,MISSED_SHOT
2,2,SH,-1.081336,40.6,MISSED_SHOT
4,2,PP,-0.721119,26.6,MISSED_SHOT
4,3,EV,-0.13732,0,MISSED_SHOT
1,1,EV,-1.015089,56.3,SHOT
3,1,EV,0.05728,60.6,SHOT
1,0,EV,2.5995,20.3,SHOT
0,0,EV,0.595535,15.2,MISSED_SHOT
1,0,EV,-1.081336,49.4,SHOT
0,0,EV,0.943331,3,MISSED_SHOT
1,1,EV,-0.965404,4.8,SHOT
3,2,PP,-0.965404,0,MISSED_SHOT
3,6,EV,0.620378,49,MISSED_SHOT
4,1,EV,-0.095915,14,SHOT
0,0,EV,-0.232549,70.3,SHOT
2,2,PP,-0.414728,18.4,GOAL
2,2,EV,-0.990247,15.3,SHOT
0,0,EV,-0.936421,45,MISSED_SHOT
0,0,EV,2.077807,24.2,SHOT
3,1,PP,-0.584485,70.7,SHOT
1,1,PP,0.810837,10.5,SHOT
1,1,EV,-1.12274,14,SHOT
4,5,EV,0.516867,52.7,SHOT
2,1,EV,0.309846,37.4,GOAL
3,3,EV,-0.977826,31,SHOT
1,0,EV,0.765293,43.5,SHOT
5,0,PP,-0.878455,8.1,SHOT
3,1,PP,0.14837,41.9,MISSED_SHOT
0,4,EV,-0.050371,40.2,SHOT
2,1,EV,-0.899157,17.1,SHOT
0,0,PP,-0.812209,63.4,SHOT
1,1,EV,-0.166303,26.6,SHOT
2,0,EV,0.881224,20.7,SHOT
4,1,EV,-0.63417,36.9,SHOT
1,1,EV,-1.068915,71.6,SHOT
3,1,PP,-0.174583,47.6,SHOT
1,2,EV,-0.261532,43.6,MISSED_SHOT
0,0,SH,1.945313,27.5,SHOT
2,2,EV,0.674203,31.5,MISSED_SHOT
1,0,EV,-0.700417,40.6,SHOT
3,1,EV,-1.139302,50.2,SHOT
2,2,EV,0.819118,11.5,SHOT
0,2,EV,0.388514,56,SHOT
0,0,PP,-0.203566,43.7,SHOT
1,2,EV,-0.505817,72.3,SHOT
0,0,EV,1.03856,16.3,SHOT
6,2,EV,0.15251,1.5,SHOT
1,3,EV,-1.048213,36.9,MISSED_SHOT
0,0,PP,-1.073055,32,MISSED_SHOT
0,4,EV,0.363671,3.9,SHOT
0,2,PP,-0.924,0,SHOT
0,0,EV,0.810837,10.5,SHOT
0,2,EV,-0.087635,46.2,SHOT
1,0,PP,-0.294656,27.5,MISSED_SHOT
1,1,EV,-0.837051,7.6,MISSED_SHOT
1,1,EV,1.013718,38.2,SHOT
2,3,EV,-0.82877,78.7,SHOT
1,3,EV,-0.998528,79.7,SHOT
1,3,EV,-0.700417,40.6,GOAL
1,1,PP,-0.120758,56.3,SHOT
2,0,EV,-0.774945,25,MISSED_SHOT
0,0,EV,-0.766664,17.4,SHOT
6,2,SH,1.91633,17.1,GOAL
0,0,PP,0.371952,28.3,SHOT
1,1,PP,-0.716979,33.7,SHOT
1,1,EV,0.703186,6.6,SHOT
2,3,EV,0.794275,47.2,SHOT
5,2,EV,-0.112477,27.3,SHOT
3,0,EV,-1.288357,45,SHOT
4,3,EV,-0.153881,55.3,MISSED_SHOT
0,0,PP,-0.882596,90,SHOT
0,0,EV,-0.178724,20.8,MISSED_SHOT
3,4,EV,-0.990247,52.1,SHOT
1,1,EV,0.877084,13.3,MISSED_SHOT
0,1,EV,-0.737681,59,SHOT
5,3,EV,-0.758383,28.1,MISSED_SHOT
2,2,EV,0.14837,25.9,SHOT
3,0,EV,0.077982,36.3,SHOT
0,0,EV,0.206335,23.4,SHOT
0,1,EV,-1.197268,38.7,GOAL
4,0,EV,-0.977826,59,SHOT
2,1,EV,-0.083494,41.3,SHOT
1,4,EV,-0.924,0,SHOT
5,1,PP,-1.048213,36.9,GOAL
2,1,EV,-1.035791,29.1,SHOT
0,0,EV,0.616237,31.2,SHOT
0,0,EV,-0.133179,84.6,SHOT
1,1,EV,1.779696,24.9,SHOT
3,2,EV,-0.509958,34.4,SHOT
1,0,EV,0.073842,76,SHOT
1,1,PP,-0.389885,27.6,SHOT
3,1,EV,0.765293,9.6,MISSED_SHOT
2,1,EV,1.224879,28.5,GOAL
0,0,EV,0.413357,43.2,SHOT
0,0,EV,0.54171,51.7,SHOT
1,1,PP,-0.232549,47.7,GOAL
1,0,PP,-0.13732,20.1,MISSED_SHOT
2,1,PP,0.032438,33.7,SHOT
0,1,EV,0.657642,4.5,SHOT
3,3,SH,-0.253252,38,SHOT
0,0,EV,-0.232549,57.4,SHOT
2,4,EV,-1.251093,78.7,SHOT
0,0,EV,-0.215988,15.4,SHOT
0,2,EV,-0.377464,17.7,SHOT
0,0,EV,-0.874315,50.7,MISSED_SHOT
3,0,EV,0.951612,22.2,SHOT
1,1,EV,0.193914,0,SHOT
1,1,EV,-0.886736,21,GOAL
2,0,EV,-0.377464,6.6,MISSED_SHOT
2,2,EV,-0.033809,10,SHOT
0,0,EV,-0.360903,34.3,MISSED_SHOT
2,1,EV,0.115246,4.5,MISSED_SHOT
1,1,EV,0.032438,70.6,SHOT
2,1,EV,1.12965,26.6,SHOT
3,2,EV,-0.232549,70.3,SHOT
1,0,EV,1.307688,31.6,MISSED_SHOT
1,0,SH,-1.015089,21.8,SHOT
4,3,EV,0.831539,16.8,GOAL
0,1,EV,-0.683856,64.8,MISSED_SHOT
0,1,EV,0.926769,25.7,SHOT
3,5,PP,-1.255234,36.9,GOAL
1,0,EV,-0.837051,7.6,MISSED_SHOT
1,2,EV,-0.021388,39.2,MISSED_SHOT
3,3,EV,1.079965,30.3,SHOT
2,2,EV,1.767275,22.6,SHOT
4,1,EV,0.732169,2.2,SHOT
3,1,EV,0.612097,28.6,SHOT
0,3,PP,0.239459,25.9,SHOT
0,0,EV,-0.033809,29.5,SHOT
0,0,EV,0.686624,19.1,MISSED_SHOT
1,3,EV,-0.551362,39.5,MISSED_SHOT
0,2,EV,-1.039932,11.3,SHOT
1,1,EV,1.03856,24.4,SHOT
0,0,EV,0.715607,21.2,MISSED_SHOT
2,2,EV,-1.056494,24,MISSED_SHOT
1,1,EV,0.135948,16.6,SHOT
0,3,EV,0.160791,19.4,SHOT
2,3,EV,0.926769,33.7,SHOT
1,7,EV,0.972314,31.8,SHOT
0,1,SH,-0.485115,53.6,SHOT
1,0,EV,1.353233,33,SHOT
3,0,PP,-0.195286,51.6,MISSED_SHOT
4,3,PP,-0.269813,33.7,MISSED_SHOT
0,0,EV,6.247212,2.8,SHOT
1,0,EV,-0.456132,80.5,SHOT
2,2,EV,-0.5348,63.4,SHOT
0,0,PP,0.44234,0,SHOT
2,4,PP,2.160615,22.2,MISSED_SHOT
3,0,EV,3.067368,18.1,SHOT
2,0,EV,-0.716979,86.8,MISSED_SHOT
0,3,PP,-0.62589,32.9,SHOT
4,2,EV,-1.048213,53.1,SHOT
0,1,PP,0.93919,1,SHOT
1,0,SH,-0.795647,7.1,MISSED_SHOT
2,3,EV,0.607956,36.9,SHOT
1,0,PP,-0.816349,39.8,SHOT
5,1,PP,-1.048213,0,SHOT
3,2,EV,-0.423009,4.6,SHOT
4,4,EV,-1.126881,97.1,SHOT
0,0,EV,0.612097,26.1,SHOT
5,3,EV,-0.779085,14,MISSED_SHOT
1,2,EV,0.169072,27.2,SHOT
0,0,PP,-0.129039,36.2,SHOT
2,0,EV,-0.758383,45,SHOT
1,7,EV,0.05728,17.4,SHOT
0,2,EV,-1.160004,15.9,SHOT
1,0,PP,-1.015089,33.7,GOAL
0,1,EV,-1.089617,0,SHOT
1,3,EV,0.980595,26.1,SHOT
4,1,PP,0.537569,24.4,MISSED_SHOT
0,2,EV,-0.576205,52.6,SHOT
1,0,PP,0.388514,56,MISSED_SHOT
2,4,EV,-0.509958,0,MISSED_SHOT
4,7,EV,0.061421,22.4,MISSED_SHOT
0,0,EV,0.098684,58,MISSED_SHOT
3,0,PP,0.802556,18.1,SHOT
0,1,EV,0.723888,29.5,SHOT
1,1,PP,-1.110319,45,SHOT
