@relation 'train_set-weka.filters.unsupervised.attribute.Remove-R1-2,6,8-9-weka.filters.unsupervised.attribute.Remove-R1'

@attribute home_score numeric
@attribute away_score numeric
@attribute strength_code {PP,EV,SH}
@attribute shot_distance numeric
@attribute shot_angle numeric
@attribute shot_outcome {SHOT,MISSED_SHOT,GOAL}

@data
1,1,PP,-0.787366,47.5,GOAL
1,3,EV,-0.866034,33.7,GOAL
1,2,EV,0.160791,5.9,SHOT
5,2,EV,-0.716979,70.6,SHOT
0,1,EV,-0.518239,28.8,MISSED_SHOT
0,0,EV,-0.609328,39.1,SHOT
0,0,EV,-0.899157,36,SHOT
2,2,EV,-0.866034,56.3,SHOT
4,0,EV,-1.197268,51.3,GOAL
1,0,EV,-0.53066,57.7,MISSED_SHOT
3,2,EV,-0.394026,35.5,SHOT
1,1,EV,-0.04623,69.4,SHOT
0,0,PP,-0.737681,13.2,SHOT
2,2,EV,0.93919,32.3,SHOT
4,3,EV,-1.048213,5.7,SHOT
1,0,EV,-0.447851,11.8,SHOT
0,3,EV,-0.311217,30.3,SHOT
2,1,EV,0.881224,46.4,SHOT
1,3,EV,0.05314,35,SHOT
1,1,EV,-0.758383,40.2,MISSED_SHOT
1,1,EV,1.42776,27.3,SHOT
0,1,EV,-0.423009,85.4,SHOT
1,1,EV,-0.302937,0,SHOT
0,0,EV,-0.315358,40.6,SHOT
0,0,EV,0.64522,19.5,MISSED_SHOT
2,4,EV,-0.659013,34.5,SHOT
1,2,SH,-0.124898,68.2,SHOT
0,1,EV,1.684466,0.8,SHOT
2,2,EV,-0.857753,15.9,SHOT
3,2,PP,-1.164145,123.7,MISSED_SHOT
1,1,EV,0.25188,70.3,MISSED_SHOT
0,0,EV,0.454761,32.7,SHOT
0,0,EV,0.181493,49.1,MISSED_SHOT
2,2,EV,-0.054511,42.6,MISSED_SHOT
5,3,EV,0.537569,50,SHOT
1,0,EV,0.823258,43.5,SHOT
2,0,EV,-1.048213,5.7,SHOT
2,1,EV,-0.497536,31,SHOT
5,4,EV,-1.006808,5.2,GOAL
1,0,EV,0.972314,31.8,SHOT
2,0,EV,0.980595,26.1,SHOT
0,0,EV,0.169072,27.2,SHOT
0,1,SH,4.996805,0.7,MISSED_SHOT
2,1,SH,-0.866034,33.7,SHOT
1,5,EV,-0.153881,18.4,SHOT
2,2,EV,0.131808,65.4,SHOT
4,4,EV,0.976454,20.9,SHOT
0,0,EV,1.146211,32.7,MISSED_SHOT
1,1,PP,2.235143,21.7,SHOT
0,0,EV,-0.220128,36.9,MISSED_SHOT
1,1,EV,-0.791507,21.8,MISSED_SHOT
2,0,EV,-0.878455,8.1,MISSED_SHOT
0,1,EV,-0.700417,12.5,GOAL
1,1,EV,0.997156,32.6,SHOT
0,0,EV,-1.048213,0,MISSED_SHOT
3,6,EV,-1.106179,35.5,MISSED_SHOT
1,1,EV,-0.609328,50.9,SHOT
0,0,EV,0.699046,4.4,SHOT
1,2,EV,-1.12274,14,SHOT
4,0,SH,4.533077,5.9,SHOT
1,3,EV,0.587254,46.6,MISSED_SHOT
2,2,EV,-0.518239,66.8,SHOT
2,0,PP,-0.033809,10,SHOT
4,0,EV,0.574833,26.6,MISSED_SHOT
0,1,EV,0.392654,23.7,SHOT
0,0,EV,-0.294656,16.5,SHOT
1,0,EV,0.131808,9,MISSED_SHOT
0,0,PP,-0.592766,25.3,MISSED_SHOT
3,3,EV,-0.414728,71.6,SHOT
3,1,SH,-0.646592,66,SHOT
0,1,EV,-0.841192,36.9,SHOT
0,0,EV,-0.841192,3.8,MISSED_SHOT
0,0,EV,0.355391,30.1,SHOT
3,0,EV,-0.278094,36.5,SHOT
1,1,EV,-0.957123,35,SHOT
2,2,EV,0.856382,0,GOAL
0,0,PP,0.578973,5.8,SHOT
0,1,EV,0.678344,47.4,SHOT
1,1,EV,-0.63417,0,MISSED_SHOT
0,1,EV,-0.087635,43.8,SHOT
3,1,EV,-0.791507,68.2,SHOT
2,2,EV,0.181493,40.9,SHOT
0,0,EV,-0.377464,43.5,SHOT
1,2,EV,1.32839,32.3,SHOT
4,1,EV,0.777714,25.1,SHOT
1,0,EV,0.959892,7.9,MISSED_SHOT
0,2,EV,-0.915719,8.7,MISSED_SHOT
3,5,EV,-0.493396,20,SHOT
3,2,EV,-0.957123,9.5,MISSED_SHOT
3,1,EV,-0.750102,35.5,SHOT
4,1,SH,1.974296,21.9,GOAL
2,2,EV,0.264301,46,MISSED_SHOT
1,2,PP,-1.081336,40.6,SHOT
0,0,EV,0.405076,3.8,SHOT
4,2,PP,0.649361,25.6,SHOT
4,1,PP,-0.091775,28.9,MISSED_SHOT
2,3,EV,-0.162162,37.2,MISSED_SHOT
0,0,EV,0.757012,36.7,SHOT
0,3,EV,0.537569,56,SHOT
4,3,EV,1.055122,27.4,SHOT
4,2,EV,0.285003,58.6,SHOT
3,2,EV,1.241441,27.3,SHOT
0,0,EV,3.353057,4.4,SHOT
2,1,EV,-0.087635,46.2,MISSED_SHOT
1,2,EV,-0.460273,24.4,SHOT
0,0,EV,-0.451992,70.8,SHOT
0,1,EV,-0.290515,81.9,SHOT
3,3,EV,-0.302937,2,GOAL
2,2,EV,-1.226251,45,SHOT
1,2,EV,-1.201408,71.6,MISSED_SHOT
0,0,EV,1.021999,1,SHOT
2,5,EV,0.131808,62.1,SHOT
2,0,PP,-0.716979,3.2,GOAL
7,4,EV,-1.251093,11.3,SHOT
0,0,SH,4.545499,1.6,SHOT
1,3,EV,0.020016,35.9,SHOT
2,2,PP,0.376093,31.2,SHOT
0,0,EV,0.508586,39,MISSED_SHOT
0,0,PP,0.214616,57.1,SHOT
4,3,EV,0.732169,45.8,SHOT
1,2,EV,0.529288,20.7,MISSED_SHOT
4,2,EV,-0.716979,0,MISSED_SHOT
1,0,EV,0.135948,58.8,SHOT
2,0,EV,-0.957123,9.5,MISSED_SHOT
2,1,EV,0.980595,10.7,MISSED_SHOT
0,0,EV,0.930909,23.5,MISSED_SHOT
2,2,PP,0.773573,1.1,SHOT
0,3,EV,-0.187005,35.8,SHOT
0,0,EV,1.315969,28.5,SHOT
0,1,EV,1.224879,33.7,MISSED_SHOT
2,1,PP,-1.02337,48.8,MISSED_SHOT
1,0,EV,0.297425,48.8,SHOT
2,0,EV,-0.124898,16.2,SHOT
0,0,EV,-1.110319,45,MISSED_SHOT
4,2,EV,-0.787366,10.6,SHOT
0,1,EV,0.214616,20.2,SHOT
4,5,EV,-0.965404,4.8,GOAL
1,1,PP,-0.543081,7.8,SHOT
1,5,EV,-0.683856,64.8,MISSED_SHOT
3,0,EV,-1.209689,9.5,SHOT
2,1,EV,0.15665,32.5,SHOT
0,1,EV,-0.82877,11.3,SHOT
2,1,EV,0.74045,11.9,SHOT
1,0,EV,-0.253252,5.9,MISSED_SHOT
0,1,PP,-0.63003,5.7,SHOT
1,2,EV,0.872944,29.7,SHOT
0,0,EV,-1.048213,0,SHOT
0,0,EV,0.951612,31,SHOT
0,0,PP,0.264301,44,MISSED_SHOT
0,1,EV,0.115246,29.9,SHOT
1,1,EV,-0.182864,24.9,SHOT
1,2,EV,-0.737681,76.8,SHOT
6,2,EV,0.649361,41.8,SHOT
0,0,EV,-1.081336,49.4,SHOT
2,1,EV,-0.381605,4.4,GOAL
0,0,SH,-1.081336,40.6,MISSED_SHOT
0,0,EV,-0.609328,39.1,SHOT
2,3,EV,-0.451992,35,SHOT
1,0,EV,-0.808068,18.4,GOAL
4,6,EV,-0.667294,9,GOAL
0,3,EV,1.055122,36.3,SHOT
4,8,EV,1.311828,0.9,SHOT
0,0,EV,-0.63417,36.9,SHOT
1,1,PP,-0.907438,26.6,MISSED_SHOT
1,4,EV,0.54171,38.3,SHOT
1,0,EV,-0.518239,23.2,GOAL
4,1,EV,0.169072,24,SHOT
4,2,SH,5.750362,3,SHOT
0,0,PP,-0.977826,31,SHOT
0,0,EV,-1.081336,12.5,SHOT
0,0,SH,0.318127,1.3,MISSED_SHOT
0,4,EV,0.831539,16.8,SHOT
5,1,PP,-0.907438,63.4,GOAL
0,2,PP,-0.601047,54.8,SHOT
1,3,SH,0.123527,19.9,GOAL
0,1,EV,-0.592766,0,MISSED_SHOT
4,3,EV,0.636939,22,MISSED_SHOT
0,2,EV,-0.750102,35.5,MISSED_SHOT
2,3,EV,0.988875,21.8,SHOT
0,2,EV,0.769433,15.1,SHOT
6,5,PP,-0.497536,59,MISSED_SHOT
2,3,EV,1.212458,21.8,SHOT
4,1,PP,0.077982,23.8,SHOT
1,2,PP,-0.911579,13,SHOT
0,0,EV,0.193914,1.4,SHOT
3,3,EV,-1.201408,108.4,SHOT
0,0,EV,0.765293,46.5,SHOT
0,2,EV,1.378075,30.7,SHOT
1,1,PP,0.504446,22.2,SHOT
0,0,EV,0.048999,9.5,SHOT
2,1,EV,-1.139302,50.2,GOAL
0,0,PP,0.028297,1.6,MISSED_SHOT
0,0,PP,0.094544,28.6,SHOT
2,1,PP,-0.878455,8.1,SHOT
1,2,EV,0.653501,3.4,SHOT
7,4,PP,-0.311217,52.3,SHOT
2,1,PP,0.773573,1.1,GOAL
0,0,EV,-0.017247,27.3,SHOT
0,0,EV,0.802556,30.8,SHOT
1,0,EV,0.508586,39,SHOT
0,1,PP,-0.845332,42.3,SHOT
0,1,EV,-0.700417,29.4,SHOT
2,2,PP,-0.3402,4.2,GOAL
2,1,PP,0.243599,50.9,MISSED_SHOT
5,2,EV,-0.990247,74.7,SHOT
1,1,EV,-0.841192,0,SHOT
0,5,EV,1.063403,35,SHOT
1,1,SH,-0.841192,0,GOAL
4,3,PP,-0.750102,35.5,SHOT
0,1,PP,0.106965,18.4,SHOT
1,5,PP,-0.054511,24.3,SHOT
5,2,EV,-0.675575,71.6,SHOT
2,3,EV,0.537569,27.1,SHOT
0,0,EV,0.64108,10.2,MISSED_SHOT
1,7,EV,-0.054511,47.4,SHOT
0,0,PP,-1.139302,39.8,SHOT
0,0,EV,-0.915719,8.7,SHOT
2,3,EV,-1.110319,20.6,GOAL
1,0,EV,-1.110319,45,SHOT
0,1,EV,-0.977826,20,MISSED_SHOT
1,0,PP,-0.43543,49.9,MISSED_SHOT
3,2,EV,-0.940562,18.4,SHOT
1,4,PP,-0.812209,26.6,MISSED_SHOT
1,2,EV,-0.62589,81.5,SHOT
1,0,EV,0.417497,7.6,MISSED_SHOT
2,3,EV,-1.068915,18.4,SHOT
1,1,EV,-0.348481,48,SHOT
4,3,EV,-0.423009,4.6,SHOT
2,0,EV,-0.7294,16.4,SHOT
0,0,PP,-0.33606,36,MISSED_SHOT
0,0,EV,0.781854,29.9,SHOT
3,1,EV,0.893646,39.3,SHOT
3,4,EV,0.872944,25.2,MISSED_SHOT
1,3,EV,0.864663,5.1,SHOT
2,0,EV,0.301565,39.3,SHOT
1,4,EV,0.649361,15.9,MISSED_SHOT
4,2,PP,-1.147583,23.2,SHOT
1,2,PP,-0.418868,56.3,GOAL
1,3,EV,1.224879,33.7,SHOT
1,3,PP,-0.961264,24.4,SHOT
1,0,EV,-1.255234,36.9,SHOT
2,1,EV,-0.791507,68.2,SHOT
1,1,EV,4.255669,2.1,SHOT
1,0,EV,0.202195,18.9,MISSED_SHOT
3,1,EV,1.378075,7.5,SHOT
1,4,EV,-0.406447,11.3,GOAL
1,0,EV,0.409216,27.7,GOAL
2,1,EV,0.930909,37.3,MISSED_SHOT
3,3,PP,-0.489256,77.7,SHOT
0,0,EV,1.966015,28.1,SHOT
3,1,EV,-0.832911,66.8,SHOT
1,0,EV,-1.22211,31,SHOT
5,1,EV,1.03856,19.3,SHOT
0,0,EV,-0.671434,6,SHOT
0,0,EV,0.061421,67.6,MISSED_SHOT
1,2,PP,1.092386,27,SHOT
0,1,EV,-0.716979,0,SHOT
0,0,EV,0.926769,27.9,MISSED_SHOT
5,0,PP,0.454761,13.7,MISSED_SHOT
1,0,PP,-0.924,0,MISSED_SHOT
0,6,EV,1.005437,22.7,SHOT
0,4,EV,-1.015089,21.8,MISSED_SHOT
0,0,EV,0.082123,82.3,SHOT
2,1,EV,1.075824,33.7,MISSED_SHOT
1,0,EV,1.841802,12.3,SHOT
5,0,EV,-0.505817,85,MISSED_SHOT
1,1,EV,0.752871,17.4,MISSED_SHOT
1,2,EV,2.11093,25.4,SHOT
3,3,EV,0.93919,32.3,SHOT
4,1,EV,-0.543081,35.8,SHOT
0,0,EV,0.823258,31.7,SHOT
3,1,EV,0.926769,14,MISSED_SHOT
3,3,EV,-0.402307,69.4,SHOT
1,0,EV,4.044507,6.9,SHOT
2,5,EV,1.092386,27,MISSED_SHOT
1,1,PP,-1.139302,39.8,SHOT
0,1,EV,0.881224,32,SHOT
0,0,EV,-0.195286,11.3,SHOT
0,1,EV,2.984559,9.1,MISSED_SHOT
1,1,EV,-0.23669,11.7,MISSED_SHOT
0,0,EV,0.45062,38.9,SHOT
3,0,PP,-0.460273,65.6,SHOT
3,0,EV,-0.758383,3.4,SHOT
0,3,EV,0.471322,43.3,MISSED_SHOT
2,4,EV,0.077982,30.7,SHOT
0,0,PP,-0.841192,3.8,SHOT
0,0,EV,-0.319498,43.5,SHOT
2,3,EV,1.340811,31.1,MISSED_SHOT
0,2,EV,-1.22211,121,MISSED_SHOT
3,2,EV,0.765293,9.6,SHOT
3,3,EV,-1.184847,26.6,SHOT
2,1,PP,-0.062792,19,MISSED_SHOT
1,3,EV,0.421637,8.8,SHOT
0,1,EV,-0.841192,36.9,MISSED_SHOT
1,2,EV,-1.255234,0,GOAL
0,0,EV,1.050982,20.2,MISSED_SHOT
1,1,PP,-0.841192,3.8,GOAL
0,1,PP,-0.261532,43.6,MISSED_SHOT
5,0,EV,0.54585,8.3,SHOT
3,1,PP,-0.406447,64.4,GOAL
0,0,EV,0.479603,56.3,SHOT
1,1,EV,-1.168285,8.1,SHOT
2,1,EV,0.922629,38.7,SHOT
0,0,EV,0.699046,12.2,MISSED_SHOT
0,0,EV,-0.977826,31,MISSED_SHOT
0,1,PP,-0.315358,64.4,MISSED_SHOT
1,0,EV,0.044859,52.8,MISSED_SHOT
0,0,PP,-0.998528,79.7,SHOT
1,4,EV,-0.087635,83.1,SHOT
0,0,EV,0.483744,38.1,SHOT
3,0,PP,-0.13732,1.8,GOAL
2,1,EV,-0.787366,10.6,MISSED_SHOT
5,1,EV,-0.021388,18.4,SHOT
2,1,EV,-0.261532,0,SHOT
6,1,EV,-0.13732,14.5,MISSED_SHOT
0,1,EV,0.881224,20.7,SHOT
2,3,EV,0.098684,58,SHOT
3,1,PP,-0.013107,31,SHOT
3,0,SH,-1.160004,15.9,SHOT
1,2,EV,-0.166303,63.4,SHOT
0,1,EV,-0.178724,1.8,SHOT
5,7,EV,0.400935,36.9,SHOT
3,1,EV,0.293284,8.1,SHOT
0,0,EV,0.690765,30,MISSED_SHOT
1,1,EV,1.166914,26.2,SHOT
3,4,PP,0.334689,26,SHOT
0,3,EV,-0.932281,51.3,SHOT
3,3,EV,-0.932281,51.3,GOAL
5,2,EV,0.806697,21.4,MISSED_SHOT
3,2,EV,0.649361,25.6,MISSED_SHOT
2,0,EV,-0.017247,13.2,SHOT
2,0,EV,-0.298796,4.1,SHOT
0,2,EV,-1.052353,135,MISSED_SHOT
0,0,EV,-0.5348,10.3,MISSED_SHOT
1,2,EV,0.901926,32.9,GOAL
0,1,EV,0.020016,26.6,SHOT
1,2,EV,-0.244971,54.7,SHOT
0,0,EV,-1.035791,60.9,SHOT
3,2,EV,1.075824,28.2,SHOT
0,0,EV,-1.197268,38.7,SHOT
1,1,EV,0.189774,22.1,SHOT
0,0,SH,-0.866034,33.7,SHOT
2,3,EV,-0.870175,12.1,SHOT
2,2,SH,-0.687996,15.5,SHOT
0,0,EV,0.115246,3,MISSED_SHOT
1,0,EV,-0.344341,0,SHOT
0,0,PP,0.479603,39.8,SHOT
1,1,EV,-0.874315,39.3,SHOT
2,1,EV,-0.344341,0,SHOT
2,0,EV,0.392654,23.7,SHOT
2,2,EV,0.74045,5.4,MISSED_SHOT
1,0,EV,-0.33606,6.3,SHOT
0,0,EV,0.471322,43.3,MISSED_SHOT
0,2,PP,0.392654,29.4,MISSED_SHOT
1,0,EV,1.158633,5.4,SHOT
1,3,EV,-0.468554,2.4,SHOT
4,2,EV,-0.82877,31.6,MISSED_SHOT
2,0,EV,-0.924,0,MISSED_SHOT
3,0,EV,-1.048213,36.9,SHOT
0,1,EV,0.968173,8.8,MISSED_SHOT
2,2,EV,-0.832911,66.8,SHOT
2,1,EV,-0.311217,37.7,SHOT
1,1,EV,0.413357,46.8,MISSED_SHOT
0,1,EV,0.537569,34,SHOT
2,0,EV,-0.04623,83.3,SHOT
3,2,EV,0.537569,40,SHOT
2,1,EV,-0.886736,30.3,MISSED_SHOT
1,3,EV,0.425778,37.9,MISSED_SHOT
1,1,EV,-0.129039,53.8,SHOT
2,2,EV,-0.23669,11.7,SHOT
1,3,PP,-0.820489,14.9,SHOT
2,3,EV,0.260161,35.2,SHOT
5,3,EV,1.021999,36.9,SHOT
3,0,PP,-0.071073,30.4,SHOT
7,1,EV,-1.106179,35.5,SHOT
4,4,EV,-0.348481,15.1,MISSED_SHOT
4,4,EV,1.042701,34.2,SHOT
2,3,EV,-0.402307,69.4,SHOT
0,0,EV,0.206335,29.7,SHOT
1,0,EV,0.123527,56.7,SHOT
0,3,PP,-0.083494,41.3,SHOT
0,1,EV,-1.3132,56.3,SHOT
2,1,EV,-0.870175,12.1,SHOT
0,0,PP,0.951612,22.2,SHOT
2,1,EV,-0.588626,31.4,SHOT
0,2,PP,-0.129039,36.2,SHOT
1,0,EV,-0.977826,31,GOAL
4,3,PP,0.831539,16.8,SHOT
1,2,PP,0.400935,36.9,SHOT
2,4,EV,0.024157,12.9,SHOT
1,1,EV,-0.365043,79.1,MISSED_SHOT
3,2,EV,-0.841192,3.8,SHOT
1,0,EV,0.877084,13.3,SHOT
3,1,EV,0.872944,25.2,MISSED_SHOT
1,4,EV,-1.21383,90,SHOT
1,3,EV,1.026139,18.4,SHOT
3,1,PP,0.243599,14,MISSED_SHOT
0,0,EV,0.897786,0,MISSED_SHOT
2,2,EV,1.373935,33.7,SHOT
0,0,EV,0.54171,29.7,MISSED_SHOT
0,0,EV,-0.841192,36.9,SHOT
1,2,EV,-1.168285,81.9,SHOT
1,7,EV,-0.348481,15.1,GOAL
3,4,EV,-0.356762,13,MISSED_SHOT
2,1,EV,-0.025528,48.5,MISSED_SHOT
3,0,EV,1.237301,32.5,MISSED_SHOT
1,1,EV,1.262143,24.2,SHOT
7,0,SH,-0.203566,17.2,SHOT
7,1,EV,0.757012,8.6,SHOT
5,1,EV,-0.273954,60.8,SHOT
2,0,EV,-1.035791,60.9,SHOT
0,6,EV,0.752871,7.5,SHOT
0,2,EV,-0.14146,48.8,MISSED_SHOT
0,0,EV,-0.870175,24.8,SHOT
4,2,EV,-0.443711,26.6,SHOT
3,0,PP,0.094544,25.2,MISSED_SHOT
4,1,EV,4.131456,17.2,SHOT
1,0,PP,0.504446,30.3,SHOT
0,1,EV,-1.048213,5.7,SHOT
0,0,EV,0.959892,33.1,MISSED_SHOT
0,0,EV,-0.977826,20,SHOT
1,1,EV,-0.62589,20.2,MISSED_SHOT
0,2,EV,-1.209689,9.5,GOAL
1,1,SH,-0.957123,9.5,SHOT
1,0,PP,-0.874315,50.7,SHOT
2,1,EV,1.216599,31.7,SHOT
1,0,EV,-0.017247,23.6,MISSED_SHOT
0,0,EV,0.202195,34.9,SHOT
3,2,PP,0.529288,20.7,SHOT
0,0,EV,-1.255234,90,SHOT
2,2,EV,-0.360903,55.7,MISSED_SHOT
0,1,EV,-1.068915,18.4,SHOT
1,1,EV,1.171054,30.2,MISSED_SHOT
1,0,EV,-0.899157,36,MISSED_SHOT
2,0,PP,-0.03795,35.5,MISSED_SHOT
4,1,PP,0.653501,3.4,SHOT
1,5,EV,-0.456132,80.5,SHOT
3,0,EV,-0.054511,24.3,SHOT
1,3,SH,4.342618,14,MISSED_SHOT
1,0,PP,0.827399,6.2,SHOT
6,3,EV,1.13379,33.9,SHOT
3,1,EV,0.371952,28.3,MISSED_SHOT
2,1,EV,0.044859,31.5,SHOT
0,0,EV,0.301565,39.3,MISSED_SHOT
0,0,EV,-0.596907,73.3,SHOT
0,0,EV,1.150352,29.4,MISSED_SHOT
0,0,EV,-0.104196,52.4,MISSED_SHOT
1,2,PP,0.810837,10.5,MISSED_SHOT
2,2,PP,0.065561,32.8,MISSED_SHOT
2,2,EV,-0.799787,3.6,GOAL
2,3,EV,-0.290515,8.1,SHOT
2,2,EV,-0.385745,22.6,SHOT
0,0,PP,0.14837,48.1,SHOT
1,1,EV,-0.23669,11.7,MISSED_SHOT
1,0,EV,0.732169,0,SHOT
0,0,EV,-1.015089,56.3,MISSED_SHOT
0,1,SH,5.783485,10.5,SHOT
1,2,EV,0.819118,15.8,MISSED_SHOT
0,0,EV,-0.53066,57.7,SHOT
1,0,PP,0.185633,25.3,SHOT
0,0,EV,-0.712838,6.3,SHOT
3,3,PP,-0.377464,49.6,SHOT
0,0,EV,0.988875,30.5,MISSED_SHOT
0,0,EV,0.632799,24.5,SHOT
4,0,EV,0.752871,17.4,SHOT
2,3,EV,-0.087635,21.2,SHOT
1,0,EV,0.831539,20.1,SHOT
3,1,EV,0.628659,8,SHOT
0,2,PP,-0.795647,7.1,SHOT
1,1,EV,0.74045,28,MISSED_SHOT
1,4,EV,-1.093757,26.6,SHOT
0,3,PP,-0.965404,0,MISSED_SHOT
0,0,EV,-1.197268,51.3,SHOT
0,0,EV,-1.292498,76,SHOT
0,0,EV,1.03856,26.6,SHOT
2,2,EV,1.81282,13.2,SHOT
2,0,EV,-0.63417,36.9,SHOT
0,0,EV,0.011736,38.2,SHOT
0,5,EV,-1.139302,50.2,SHOT
0,0,PP,-0.302937,34.8,MISSED_SHOT
1,1,EV,-1.006808,0,SHOT
1,0,EV,0.964033,27.4,SHOT
2,3,PP,-1.052353,45,SHOT
0,0,EV,0.591395,9.3,MISSED_SHOT
1,4,EV,0.843961,21,SHOT
0,1,PP,-0.095915,35.1,SHOT
0,2,EV,1.204177,32.9,SHOT
1,1,EV,0.065561,32.8,SHOT
3,2,EV,0.959892,33.1,SHOT
5,1,EV,-0.008967,70,MISSED_SHOT
1,0,EV,-0.307077,14.5,MISSED_SHOT
3,1,SH,-0.497536,9.9,SHOT
0,0,EV,-0.886736,21,SHOT
3,3,PP,0.14837,29.2,SHOT
4,2,EV,0.558271,28.1,SHOT
0,3,EV,-1.288357,45,GOAL
0,0,EV,-1.056494,24,SHOT
6,2,EV,-0.62589,8.5,SHOT
0,0,EV,-1.126881,29.7,SHOT
1,1,EV,-1.048213,5.7,SHOT
3,1,EV,-0.174583,5.5,MISSED_SHOT
3,2,EV,-0.464413,4.8,SHOT
2,1,PP,0.475463,41.5,MISSED_SHOT
3,0,PP,0.74045,5.4,SHOT
0,0,EV,-0.965404,41.6,SHOT
2,3,EV,-0.990247,52.1,SHOT
1,1,PP,-0.758383,45,MISSED_SHOT
3,1,EV,-0.294656,27.5,SHOT
2,0,EV,-0.497536,25.5,MISSED_SHOT
2,0,EV,0.914348,22.5,SHOT
4,3,PP,-0.261532,43.6,MISSED_SHOT
3,6,EV,0.686624,25.1,MISSED_SHOT
3,2,EV,-0.787366,10.6,GOAL
0,0,EV,0.007595,40.4,MISSED_SHOT
0,0,EV,1.050982,20.2,SHOT
0,1,EV,-0.795647,7.1,SHOT
0,0,EV,-1.035791,29.1,SHOT
1,0,PP,0.761152,29,SHOT
4,1,EV,-0.402307,20.6,SHOT
6,1,EV,1.22902,30.5,MISSED_SHOT
0,0,EV,-0.870175,12.1,MISSED_SHOT
1,2,PP,-0.319498,46.5,GOAL
0,1,EV,2.752696,17.7,SHOT
1,2,EV,1.249722,18.7,SHOT
6,2,EV,0.032438,19.4,SHOT
5,3,EV,0.239459,25.9,SHOT
1,4,SH,-1.12274,14,GOAL
6,3,EV,0.802556,39.8,SHOT
3,0,EV,0.732169,10.9,MISSED_SHOT
2,2,PP,0.330548,18.9,SHOT
5,1,EV,-0.932281,51.3,SHOT
0,1,EV,-0.356762,13,SHOT
0,0,EV,0.094544,25.2,MISSED_SHOT
2,1,PP,-0.307077,14.5,MISSED_SHOT
0,0,PP,-0.257392,49.2,MISSED_SHOT
3,0,EV,-0.071073,22.8,SHOT
1,2,EV,1.286986,30.8,SHOT
3,1,EV,-0.551362,30.1,GOAL
3,2,EV,0.562412,40.9,SHOT
3,5,EV,-0.178724,0,SHOT
2,5,PP,-1.081336,77.5,SHOT
3,2,EV,-0.795647,29.7,SHOT
1,0,EV,-0.095915,1.7,SHOT
2,0,EV,-0.994387,45,SHOT
3,1,EV,-0.750102,35.5,GOAL
7,2,SH,3.108772,4.7,SHOT
2,0,EV,-0.924,4.4,SHOT
2,1,PP,1.278705,28.9,SHOT
0,0,EV,-0.808068,55.3,SHOT
5,1,EV,-1.039932,11.3,SHOT
1,5,EV,0.44234,47.6,SHOT
0,2,EV,-0.286375,79.9,GOAL
0,0,EV,0.93919,35.9,SHOT
1,2,EV,-0.944702,28.6,GOAL
2,4,EV,-0.385745,2.2,MISSED_SHOT
0,1,EV,-1.131021,0,GOAL
1,3,EV,-1.093757,26.6,SHOT
0,0,EV,0.566552,2.3,SHOT
1,0,EV,1.874926,29.7,SHOT
1,3,EV,0.313986,27.8,SHOT
2,3,EV,2.558096,18.6,SHOT
1,2,EV,1.655483,10.7,SHOT
2,1,EV,-0.924,4.4,GOAL
0,2,PP,-0.998528,26.6,SHOT
0,0,PP,-0.779085,14,MISSED_SHOT
0,0,EV,0.032438,19.4,SHOT
1,4,EV,-0.609328,29.1,MISSED_SHOT
0,2,EV,0.463042,8.7,SHOT
4,1,EV,-0.924,32.5,SHOT
2,0,PP,-0.203566,17.2,SHOT
1,2,EV,-0.758383,3.4,SHOT
1,0,EV,0.44234,55.6,SHOT
1,0,EV,-0.166303,73.3,SHOT
1,1,EV,-0.899157,54,SHOT
0,0,EV,-0.758383,40.2,SHOT
4,2,EV,0.83982,30.3,SHOT
1,3,EV,-1.139302,50.2,SHOT
0,1,EV,2.131632,24.5,SHOT
3,3,EV,-0.737681,59,SHOT
2,2,EV,-0.286375,50.7,GOAL
6,2,EV,0.732169,35.8,MISSED_SHOT
0,0,EV,0.135948,73.4,SHOT
4,1,PP,-1.22211,31,GOAL
0,0,EV,-0.394026,35.5,SHOT
2,2,PP,-0.257392,3.9,MISSED_SHOT
3,3,EV,-1.197268,51.3,SHOT
0,1,PP,0.868803,6.1,SHOT
0,0,EV,-0.075213,17.4,SHOT
0,0,EV,0.106965,18.4,SHOT
8,2,PP,-0.166303,26.6,GOAL
3,4,EV,-0.911579,13,GOAL
2,5,EV,-1.197268,51.3,SHOT
0,0,EV,1.224879,33.7,SHOT
0,1,EV,-1.106179,54.5,SHOT
3,1,EV,-0.543081,54.2,MISSED_SHOT
0,0,PP,0.276723,38.2,SHOT
3,6,EV,-0.708698,80.5,SHOT
3,1,EV,-0.464413,4.8,MISSED_SHOT
3,4,EV,-0.957123,35,SHOT
0,0,EV,0.860522,31.1,SHOT
1,1,EV,-0.63417,0,SHOT
0,0,EV,0.44648,24.3,SHOT
5,2,PP,-0.199426,49,SHOT
1,2,PP,0.036578,24.4,MISSED_SHOT
1,1,EV,-0.215988,15.4,SHOT
1,2,PP,-0.174583,42.4,SHOT
2,1,PP,0.371952,18.4,MISSED_SHOT
0,0,SH,6.243072,1.8,SHOT
1,0,EV,-0.708698,9.5,SHOT
0,0,EV,0.164931,7.3,MISSED_SHOT
0,2,EV,-0.601047,35.2,SHOT
0,3,EV,1.03856,28.7,GOAL
2,3,EV,-0.899157,54,SHOT
2,2,EV,0.819118,29.4,SHOT
